09:03:49.400,35=D;11=LIT-2295;54=2;38=1600;44=96.7;100=L;,35=D;11=DRK-2295;54=2;38=1400;44=96.5;100=D;
09:03:49.500,35=D;11=LIT-2296;54=1;38=1400;44=96.8;100=L;,35=D;11=DRK-2296;54=1;38=1300;44=96.9;100=D;
09:03:49.600,35=D;11=LIT-2297;54=2;38=1100;44=96.7;100=L;,35=D;11=DRK-2297;54=2;38=700;44=96.7;100=D;
09:03:49.700,35=D;11=LIT-2298;54=1;38=400;44=97.0;100=L;,35=D;11=DRK-2298;54=1;38=100;44=97.0;100=D;
09:03:49.800,35=D;11=LIT-2299;54=2;38=2300;44=97.0;100=L;,35=D;11=DRK-2299;54=2;38=400;44=96.9;100=D;
09:03:49.900,35=D;11=LIT-2300;54=1;38=200;44=97.1;100=L;,35=D;11=DRK-2300;54=1;38=500;44=97.0;100=D;
09:03:50.000,35=D;11=LIT-2301;54=2;38=500;44=96.9;100=L;,35=D;11=DRK-2301;54=2;38=200;44=96.9;100=D;
09:03:50.100,35=D;11=LIT-2302;54=1;38=1300;44=97.0;100=L;,35=D;11=DRK-2302;54=1;38=700;44=97.0;100=D;
09:03:50.200,35=D;11=LIT-2303;54=2;38=2300;44=97.1;100=L;,35=D;11=DRK-2303;54=2;38=1500;44=97.0;100=D;
09:03:50.300,35=D;11=LIT-2304;54=1;38=1200;44=96.8;100=L;,35=D;11=DRK-2304;54=1;38=600;44=96.9;100=D;
09:03:50.400,35=D;11=LIT-2305;54=2;38=800;44=96.7;100=L;,35=D;11=DRK-2305;54=2;38=900;44=96.9;100=D;
09:03:50.500,35=D;11=LIT-2306;54=1;38=700;44=96.8;100=L;,35=D;11=DRK-2306;54=1;38=600;44=97.0;100=D;
09:03:50.600,35=D;11=LIT-2307;54=2;38=600;44=97.2;100=L;,35=D;11=DRK-2307;54=2;38=300;44=97.1;100=D;
09:03:50.700,35=D;11=LIT-2308;54=1;38=200;44=97.3;100=L;,35=D;11=DRK-2308;54=1;38=1500;44=97.3;100=D;
09:03:50.800,35=D;11=LIT-2309;54=2;38=700;44=97.5;100=L;,35=D;11=DRK-2309;54=2;38=1400;44=97.5;100=D;
09:03:50.900,35=D;11=LIT-2310;54=1;38=2200;44=97.6;100=L;,35=D;11=DRK-2310;54=1;38=700;44=97.6;100=D;
09:03:51.000,35=D;11=LIT-2311;54=2;38=2700;44=97.4;100=L;,35=D;11=DRK-2311;54=2;38=1200;44=97.5;100=D;
09:03:51.100,35=D;11=LIT-2312;54=1;38=2400;44=97.6;100=L;,35=D;11=DRK-2312;54=1;38=1100;44=97.6;100=D;
09:03:51.200,35=D;11=LIT-2313;54=2;38=500;44=97.2;100=L;,35=D;11=DRK-2313;54=2;38=1500;44=97.3;100=D;
09:03:51.300,35=D;11=LIT-2314;54=1;38=400;44=97.3;100=L;,35=D;11=DRK-2314;54=1;38=1100;44=97.4;100=D;
09:03:51.400,35=D;11=LIT-2315;54=2;38=1200;44=97.1;100=L;,35=D;11=DRK-2315;54=2;38=300;44=97.3;100=D;
09:03:51.500,35=D;11=LIT-2316;54=1;38=2300;44=97.4;100=L;,35=D;11=DRK-2316;54=1;38=1300;44=97.5;100=D;
09:03:51.600,35=D;11=LIT-2317;54=2;38=2300;44=97.7;100=L;,35=D;11=DRK-2317;54=2;38=700;44=97.5;100=D;
09:03:51.700,35=D;11=LIT-2318;54=1;38=1800;44=97.5;100=L;,35=D;11=DRK-2318;54=1;38=1100;44=97.4;100=D;
09:03:51.800,35=D;11=LIT-2319;54=2;38=2400;44=97.3;100=L;,35=D;11=DRK-2319;54=2;38=1000;44=97.3;100=D;
09:03:51.900,35=D;11=LIT-2320;54=1;38=400;44=96.9;100=L;,35=D;11=DRK-2320;54=1;38=1300;44=96.9;100=D;
09:03:52.000,35=D;11=LIT-2321;54=2;38=2800;44=96.7;100=L;,35=D;11=DRK-2321;54=2;38=800;44=96.7;100=D;
09:03:52.100,35=D;11=LIT-2322;54=1;38=2700;44=96.6;100=L;,35=D;11=DRK-2322;54=1;38=1200;44=96.8;100=D;
09:03:52.200,35=D;11=LIT-2323;54=2;38=2700;44=96.5;100=L;,35=D;11=DRK-2323;54=2;38=200;44=96.6;100=D;
09:03:52.300,35=D;11=LIT-2324;54=1;38=1800;44=96.4;100=L;,35=D;11=DRK-2324;54=1;38=1500;44=96.6;100=D;
09:03:52.400,35=D;11=LIT-2325;54=2;38=1900;44=96.4;100=L;,35=D;11=DRK-2325;54=2;38=1100;44=96.5;100=D;
09:03:52.500,35=D;11=LIT-2326;54=1;38=1700;44=96.2;100=L;,35=D;11=DRK-2326;54=1;38=1500;44=96.3;100=D;
09:03:52.600,35=D;11=LIT-2327;54=2;38=900;44=96.5;100=L;,35=D;11=DRK-2327;54=2;38=800;44=96.4;100=D;
09:03:52.700,35=D;11=LIT-2328;54=1;38=1000;44=96.6;100=L;,35=D;11=DRK-2328;54=1;38=300;44=96.7;100=D;
09:03:52.800,35=D;11=LIT-2329;54=2;38=300;44=96.7;100=L;,35=D;11=DRK-2329;54=2;38=1100;44=96.6;100=D;
09:03:52.900,35=D;11=LIT-2330;54=1;38=2900;44=96.9;100=L;,35=D;11=DRK-2330;54=1;38=900;44=96.9;100=D;
09:03:53.000,35=D;11=LIT-2331;54=2;38=2600;44=96.8;100=L;,35=D;11=DRK-2331;54=2;38=300;44=96.9;100=D;
09:03:53.100,35=D;11=LIT-2332;54=1;38=1400;44=97.0;100=L;,35=D;11=DRK-2332;54=1;38=400;44=97.0;100=D;
09:03:53.200,35=D;11=LIT-2333;54=2;38=600;44=97.2;100=L;,35=D;11=DRK-2333;54=2;38=400;44=97.2;100=D;
09:03:53.300,35=D;11=LIT-2334;54=1;38=1500;44=97.0;100=L;,35=D;11=DRK-2334;54=1;38=900;44=97.2;100=D;
09:03:53.400,35=D;11=LIT-2335;54=2;38=1700;44=96.9;100=L;,35=D;11=DRK-2335;54=2;38=1400;44=96.9;100=D;
09:03:53.500,35=D;11=LIT-2336;54=1;38=1700;44=96.9;100=L;,35=D;11=DRK-2336;54=1;38=400;44=97.0;100=D;
09:03:53.600,35=D;11=LIT-2337;54=2;38=2000;44=97.2;100=L;,35=D;11=DRK-2337;54=2;38=300;44=97.0;100=D;
09:03:53.700,35=D;11=LIT-2338;54=1;38=2100;44=97.0;100=L;,35=D;11=DRK-2338;54=1;38=700;44=97.0;100=D;
09:03:53.800,35=D;11=LIT-2339;54=2;38=1700;44=97.2;100=L;,35=D;11=DRK-2339;54=2;38=1100;44=97.1;100=D;
09:03:53.900,35=D;11=LIT-2340;54=1;38=2200;44=97.5;100=L;,35=D;11=DRK-2340;54=1;38=1100;44=97.5;100=D;
09:03:54.000,35=D;11=LIT-2341;54=2;38=2400;44=97.2;100=L;,35=D;11=DRK-2341;54=2;38=1100;44=97.1;100=D;
09:03:54.100,35=D;11=LIT-2342;54=1;38=1400;44=96.9;100=L;,35=D;11=DRK-2342;54=1;38=300;44=97.1;100=D;
09:03:54.200,35=D;11=LIT-2343;54=2;38=3000;44=97.1;100=L;,35=D;11=DRK-2343;54=2;38=1500;44=97.1;100=D;
09:03:54.300,35=D;11=LIT-2344;54=1;38=1800;44=97.1;100=L;,35=D;11=DRK-2344;54=1;38=200;44=97.1;100=D;
09:03:54.400,35=D;11=LIT-2345;54=2;38=600;44=97.4;100=L;,35=D;11=DRK-2345;54=2;38=1500;44=97.2;100=D;
09:03:54.500,35=D;11=LIT-2346;54=1;38=2400;44=97.4;100=L;,35=D;11=DRK-2346;54=1;38=600;44=97.3;100=D;
09:03:54.600,35=D;11=LIT-2347;54=2;38=2000;44=97.3;100=L;,35=D;11=DRK-2347;54=2;38=600;44=97.4;100=D;
09:03:54.700,35=D;11=LIT-2348;54=1;38=1300;44=97.4;100=L;,35=D;11=DRK-2348;54=1;38=1400;44=97.2;100=D;
09:03:54.800,35=D;11=LIT-2349;54=2;38=1300;44=97.4;100=L;,35=D;11=DRK-2349;54=2;38=800;44=97.4;100=D;
09:03:54.900,35=D;11=LIT-2350;54=1;38=2800;44=97.6;100=L;,35=D;11=DRK-2350;54=1;38=900;44=97.4;100=D;
09:03:55.000,35=D;11=LIT-2351;54=2;38=500;44=97.5;100=L;,35=D;11=DRK-2351;54=2;38=900;44=97.4;100=D;
09:03:55.100,35=D;11=LIT-2352;54=1;38=1000;44=97.3;100=L;,35=D;11=DRK-2352;54=1;38=900;44=97.2;100=D;
09:03:55.200,35=D;11=LIT-2353;54=2;38=2400;44=97.2;100=L;,35=D;11=DRK-2353;54=2;38=500;44=97.4;100=D;
09:03:55.300,35=D;11=LIT-2354;54=1;38=1000;44=97.5;100=L;,35=D;11=DRK-2354;54=1;38=700;44=97.3;100=D;
09:03:55.400,35=D;11=LIT-2355;54=2;38=2000;44=97.4;100=L;,35=D;11=DRK-2355;54=2;38=400;44=97.3;100=D;
09:03:55.500,35=D;11=LIT-2356;54=1;38=2200;44=97.7;100=L;,35=D;11=DRK-2356;54=1;38=300;44=97.7;100=D;
09:03:55.600,35=D;11=LIT-2357;54=2;38=400;44=97.4;100=L;,35=D;11=DRK-2357;54=2;38=1500;44=97.4;100=D;
09:03:55.700,35=D;11=LIT-2358;54=1;38=2900;44=97.2;100=L;,35=D;11=DRK-2358;54=1;38=1300;44=97.3;100=D;
09:03:55.800,35=D;11=LIT-2359;54=2;38=2200;44=97.0;100=L;,35=D;11=DRK-2359;54=2;38=900;44=97.0;100=D;
09:03:55.900,35=D;11=LIT-2360;54=1;38=2000;44=97.4;100=L;,35=D;11=DRK-2360;54=1;38=1300;44=97.3;100=D;
09:03:56.000,35=D;11=LIT-2361;54=2;38=2900;44=97.4;100=L;,35=D;11=DRK-2361;54=2;38=700;44=97.3;100=D;
09:03:56.100,35=D;11=LIT-2362;54=1;38=2400;44=97.4;100=L;,35=D;11=DRK-2362;54=1;38=500;44=97.5;100=D;
09:03:56.200,35=D;11=LIT-2363;54=2;38=2700;44=97.5;100=L;,35=D;11=DRK-2363;54=2;38=100;44=97.3;100=D;
09:03:56.300,35=D;11=LIT-2364;54=1;38=2800;44=97.1;100=L;,35=D;11=DRK-2364;54=1;38=200;44=97.1;100=D;
09:03:56.400,35=D;11=LIT-2365;54=2;38=2400;44=97.2;100=L;,35=D;11=DRK-2365;54=2;38=1400;44=97.0;100=D;
09:03:56.500,35=D;11=LIT-2366;54=1;38=2900;44=97.1;100=L;,35=D;11=DRK-2366;54=1;38=1200;44=97.2;100=D;
09:03:56.600,35=D;11=LIT-2367;54=2;38=1800;44=97.1;100=L;,35=D;11=DRK-2367;54=2;38=800;44=97.1;100=D;
09:03:56.700,35=D;11=LIT-2368;54=1;38=2300;44=97.3;100=L;,35=D;11=DRK-2368;54=1;38=100;44=97.3;100=D;
09:03:56.800,35=D;11=LIT-2369;54=2;38=2600;44=97.6;100=L;,35=D;11=DRK-2369;54=2;38=1200;44=97.4;100=D;
09:03:56.900,35=D;11=LIT-2370;54=1;38=1500;44=97.2;100=L;,35=D;11=DRK-2370;54=1;38=500;44=97.3;100=D;
09:03:57.000,35=D;11=LIT-2371;54=2;38=900;44=97.4;100=L;,35=D;11=DRK-2371;54=2;38=700;44=97.4;100=D;
09:03:57.100,35=D;11=LIT-2372;54=1;38=1300;44=97.4;100=L;,35=D;11=DRK-2372;54=1;38=1100;44=97.4;100=D;
09:03:57.200,35=D;11=LIT-2373;54=2;38=1400;44=97.4;100=L;,35=D;11=DRK-2373;54=2;38=900;44=97.3;100=D;
09:03:57.300,35=D;11=LIT-2374;54=1;38=500;44=97.3;100=L;,35=D;11=DRK-2374;54=1;38=800;44=97.2;100=D;
09:03:57.400,35=D;11=LIT-2375;54=2;38=2600;44=97.1;100=L;,35=D;11=DRK-2375;54=2;38=500;44=97.2;100=D;
09:03:57.500,35=D;11=LIT-2376;54=1;38=2500;44=97.0;100=L;,35=D;11=DRK-2376;54=1;38=100;44=97.0;100=D;
09:03:57.600,35=D;11=LIT-2377;54=2;38=1300;44=97.1;100=L;,35=D;11=DRK-2377;54=2;38=1200;44=97.0;100=D;
09:03:57.700,35=D;11=LIT-2378;54=1;38=2400;44=96.8;100=L;,35=D;11=DRK-2378;54=1;38=1100;44=96.8;100=D;
09:03:57.800,35=D;11=LIT-2379;54=2;38=1000;44=96.9;100=L;,35=D;11=DRK-2379;54=2;38=1500;44=96.9;100=D;
09:03:57.900,35=D;11=LIT-2380;54=1;38=900;44=97.0;100=L;,35=D;11=DRK-2380;54=1;38=700;44=96.9;100=D;
09:03:58.000,35=D;11=LIT-2381;54=2;38=2300;44=97.3;100=L;,35=D;11=DRK-2381;54=2;38=500;44=97.2;100=D;
09:03:58.100,35=D;11=LIT-2382;54=1;38=2200;44=96.9;100=L;,35=D;11=DRK-2382;54=1;38=1300;44=96.9;100=D;
09:03:58.200,35=D;11=LIT-2383;54=2;38=2400;44=96.7;100=L;,35=D;11=DRK-2383;54=2;38=1300;44=96.9;100=D;
09:03:58.300,35=D;11=LIT-2384;54=1;38=2300;44=97.0;100=L;,35=D;11=DRK-2384;54=1;38=1100;44=97.1;100=D;
09:03:58.400,35=D;11=LIT-2385;54=2;38=2600;44=96.8;100=L;,35=D;11=DRK-2385;54=2;38=500;44=96.9;100=D;
09:03:58.500,35=D;11=LIT-2386;54=1;38=2200;44=96.8;100=L;,35=D;11=DRK-2386;54=1;38=1200;44=97.0;100=D;
09:03:58.600,35=D;11=LIT-2387;54=2;38=2300;44=96.7;100=L;,35=D;11=DRK-2387;54=2;38=1000;44=96.8;100=D;
09:03:58.700,35=D;11=LIT-2388;54=1;38=1300;44=97.0;100=L;,35=D;11=DRK-2388;54=1;38=1000;44=96.9;100=D;
09:03:58.800,35=D;11=LIT-2389;54=2;38=300;44=96.9;100=L;,35=D;11=DRK-2389;54=2;38=700;44=97.0;100=D;
09:03:58.900,35=D;11=LIT-2390;54=1;38=1900;44=96.9;100=L;,35=D;11=DRK-2390;54=1;38=700;44=97.1;100=D;
09:03:59.000,35=D;11=LIT-2391;54=2;38=1000;44=97.3;100=L;,35=D;11=DRK-2391;54=2;38=100;44=97.3;100=D;
09:03:59.100,35=D;11=LIT-2392;54=1;38=1900;44=97.0;100=L;,35=D;11=DRK-2392;54=1;38=700;44=97.2;100=D;
09:03:59.200,35=D;11=LIT-2393;54=2;38=2900;44=96.9;100=L;,35=D;11=DRK-2393;54=2;38=400;44=97.1;100=D;
09:03:59.300,35=D;11=LIT-2394;54=1;38=2600;44=97.0;100=L;,35=D;11=DRK-2394;54=1;38=1300;44=96.8;100=D;
09:03:59.400,35=D;11=LIT-2395;54=2;38=1900;44=97.0;100=L;,35=D;11=DRK-2395;54=2;38=700;44=97.2;100=D;
09:03:59.500,35=D;11=LIT-2396;54=1;38=2700;44=97.2;100=L;,35=D;11=DRK-2396;54=1;38=800;44=97.2;100=D;
09:03:59.600,35=D;11=LIT-2397;54=2;38=600;44=97.4;100=L;,35=D;11=DRK-2397;54=2;38=100;44=97.5;100=D;
09:03:59.700,35=D;11=LIT-2398;54=1;38=2600;44=97.2;100=L;,35=D;11=DRK-2398;54=1;38=700;44=97.3;100=D;
09:03:59.800,35=D;11=LIT-2399;54=2;38=1900;44=97.0;100=L;,35=D;11=DRK-2399;54=2;38=1000;44=97.0;100=D;
09:03:59.900,35=D;11=LIT-2400;54=1;38=800;44=97.1;100=L;,35=D;11=DRK-2400;54=1;38=100;44=97.1;100=D;
09:04:00.000,35=D;11=LIT-2401;54=2;38=2600;44=97.0;100=L;,35=D;11=DRK-2401;54=2;38=1500;44=96.8;100=D;
09:04:00.100,35=D;11=LIT-2402;54=1;38=2100;44=97.0;100=L;,35=D;11=DRK-2402;54=1;38=1200;44=97.1;100=D;
09:04:00.200,35=D;11=LIT-2403;54=2;38=600;44=97.3;100=L;,35=D;11=DRK-2403;54=2;38=500;44=97.2;100=D;
09:04:00.300,35=D;11=LIT-2404;54=1;38=800;44=97.2;100=L;,35=D;11=DRK-2404;54=1;38=1500;44=97.4;100=D;
09:04:00.400,35=D;11=LIT-2405;54=2;38=600;44=97.6;100=L;,35=D;11=DRK-2405;54=2;38=100;44=97.4;100=D;
09:04:00.500,35=D;11=LIT-2406;54=1;38=2400;44=97.5;100=L;,35=D;11=DRK-2406;54=1;38=400;44=97.4;100=D;
09:04:00.600,35=D;11=LIT-2407;54=2;38=1600;44=97.4;100=L;,35=D;11=DRK-2407;54=2;38=200;44=97.4;100=D;
09:04:00.700,35=D;11=LIT-2408;54=1;38=2900;44=97.6;100=L;,35=D;11=DRK-2408;54=1;38=300;44=97.6;100=D;
09:04:00.800,35=D;11=LIT-2409;54=2;38=1500;44=97.7;100=L;,35=D;11=DRK-2409;54=2;38=400;44=97.8;100=D;
09:04:00.900,35=D;11=LIT-2410;54=1;38=2700;44=97.9;100=L;,35=D;11=DRK-2410;54=1;38=800;44=98.0;100=D;
09:04:01.000,35=D;11=LIT-2411;54=2;38=2900;44=97.9;100=L;,35=D;11=DRK-2411;54=2;38=1400;44=97.8;100=D;
09:04:01.100,35=D;11=LIT-2412;54=1;38=3000;44=97.7;100=L;,35=D;11=DRK-2412;54=1;38=1500;44=97.7;100=D;
09:04:01.200,35=D;11=LIT-2413;54=2;38=1500;44=97.5;100=L;,35=D;11=DRK-2413;54=2;38=500;44=97.7;100=D;
09:04:01.300,35=D;11=LIT-2414;54=1;38=800;44=97.6;100=L;,35=D;11=DRK-2414;54=1;38=1100;44=97.6;100=D;
09:04:01.400,35=D;11=LIT-2415;54=2;38=1500;44=97.3;100=L;,35=D;11=DRK-2415;54=2;38=300;44=97.3;100=D;
09:04:01.500,35=D;11=LIT-2416;54=1;38=1000;44=97.3;100=L;,35=D;11=DRK-2416;54=1;38=1200;44=97.4;100=D;
09:04:01.600,35=D;11=LIT-2417;54=2;38=2600;44=97.7;100=L;,35=D;11=DRK-2417;54=2;38=500;44=97.7;100=D;
09:04:01.700,35=D;11=LIT-2418;54=1;38=2800;44=97.7;100=L;,35=D;11=DRK-2418;54=1;38=900;44=97.7;100=D;
09:04:01.800,35=D;11=LIT-2419;54=2;38=800;44=97.6;100=L;,35=D;11=DRK-2419;54=2;38=1500;44=97.6;100=D;
09:04:01.900,35=D;11=LIT-2420;54=1;38=700;44=97.5;100=L;,35=D;11=DRK-2420;54=1;38=1000;44=97.4;100=D;
09:04:02.000,35=D;11=LIT-2421;54=2;38=600;44=97.7;100=L;,35=D;11=DRK-2421;54=2;38=700;44=97.5;100=D;
09:04:02.100,35=D;11=LIT-2422;54=1;38=1700;44=97.6;100=L;,35=D;11=DRK-2422;54=1;38=300;44=97.8;100=D;
09:04:02.200,35=D;11=LIT-2423;54=2;38=200;44=97.8;100=L;,35=D;11=DRK-2423;54=2;38=1500;44=98.0;100=D;
09:04:02.300,35=D;11=LIT-2424;54=1;38=1900;44=98.1;100=L;,35=D;11=DRK-2424;54=1;38=900;44=98.0;100=D;
09:04:02.400,35=D;11=LIT-2425;54=2;38=2800;44=98.3;100=L;,35=D;11=DRK-2425;54=2;38=1100;44=98.3;100=D;
09:04:02.500,35=D;11=LIT-2426;54=1;38=1800;44=98.3;100=L;,35=D;11=DRK-2426;54=1;38=700;44=98.2;100=D;
09:04:02.600,35=D;11=LIT-2427;54=2;38=2500;44=98.1;100=L;,35=D;11=DRK-2427;54=2;38=900;44=98.0;100=D;
09:04:02.700,35=D;11=LIT-2428;54=1;38=2200;44=97.9;100=L;,35=D;11=DRK-2428;54=1;38=1400;44=98.0;100=D;
09:04:02.800,35=D;11=LIT-2429;54=2;38=600;44=97.9;100=L;,35=D;11=DRK-2429;54=2;38=1300;44=98.0;100=D;
09:04:02.900,35=D;11=LIT-2430;54=1;38=3000;44=98.1;100=L;,35=D;11=DRK-2430;54=1;38=200;44=98.1;100=D;
09:04:03.000,35=D;11=LIT-2431;54=2;38=1100;44=98.0;100=L;,35=D;11=DRK-2431;54=2;38=300;44=98.0;100=D;
09:04:03.100,35=D;11=LIT-2432;54=1;38=700;44=98.2;100=L;,35=D;11=DRK-2432;54=1;38=1000;44=98.3;100=D;
09:04:03.200,35=D;11=LIT-2433;54=2;38=800;44=98.3;100=L;,35=D;11=DRK-2433;54=2;38=100;44=98.3;100=D;
09:04:03.300,35=D;11=LIT-2434;54=1;38=1900;44=98.2;100=L;,35=D;11=DRK-2434;54=1;38=1300;44=98.2;100=D;
09:04:03.400,35=D;11=LIT-2435;54=2;38=200;44=98.0;100=L;,35=D;11=DRK-2435;54=2;38=400;44=98.0;100=D;
09:04:03.500,35=D;11=LIT-2436;54=1;38=2000;44=98.1;100=L;,35=D;11=DRK-2436;54=1;38=1500;44=98.0;100=D;
09:04:03.600,35=D;11=LIT-2437;54=2;38=300;44=98.1;100=L;,35=D;11=DRK-2437;54=2;38=400;44=98.3;100=D;
09:04:03.700,35=D;11=LIT-2438;54=1;38=500;44=98.0;100=L;,35=D;11=DRK-2438;54=1;38=1300;44=98.2;100=D;
09:04:03.800,35=D;11=LIT-2439;54=2;38=1300;44=98.3;100=L;,35=D;11=DRK-2439;54=2;38=300;44=98.2;100=D;
09:04:03.900,35=D;11=LIT-2440;54=1;38=700;44=98.4;100=L;,35=D;11=DRK-2440;54=1;38=500;44=98.4;100=D;
09:04:04.000,35=D;11=LIT-2441;54=2;38=1600;44=98.2;100=L;,35=D;11=DRK-2441;54=2;38=700;44=98.1;100=D;
09:04:04.100,35=D;11=LIT-2442;54=1;38=1300;44=97.8;100=L;,35=D;11=DRK-2442;54=1;38=200;44=97.9;100=D;
09:04:04.200,35=D;11=LIT-2443;54=2;38=500;44=97.9;100=L;,35=D;11=DRK-2443;54=2;38=400;44=97.9;100=D;
09:04:04.300,35=D;11=LIT-2444;54=1;38=2200;44=97.8;100=L;,35=D;11=DRK-2444;54=1;38=1200;44=97.7;100=D;
09:04:04.400,35=D;11=LIT-2445;54=2;38=1300;44=97.9;100=L;,35=D;11=DRK-2445;54=2;38=900;44=97.8;100=D;
09:04:04.500,35=D;11=LIT-2446;54=1;38=300;44=98.0;100=L;,35=D;11=DRK-2446;54=1;38=100;44=97.9;100=D;
09:04:04.600,35=D;11=LIT-2447;54=2;38=2700;44=98.0;100=L;,35=D;11=DRK-2447;54=2;38=800;44=97.9;100=D;
09:04:04.700,35=D;11=LIT-2448;54=1;38=1800;44=97.8;100=L;,35=D;11=DRK-2448;54=1;38=1500;44=97.8;100=D;
09:04:04.800,35=D;11=LIT-2449;54=2;38=2300;44=97.6;100=L;,35=D;11=DRK-2449;54=2;38=1300;44=97.6;100=D;
09:04:04.900,35=D;11=LIT-2450;54=1;38=1100;44=97.8;100=L;,35=D;11=DRK-2450;54=1;38=1400;44=97.9;100=D;
09:04:05.000,35=D;11=LIT-2451;54=2;38=3000;44=97.9;100=L;,35=D;11=DRK-2451;54=2;38=1500;44=97.8;100=D;
09:04:05.100,35=D;11=LIT-2452;54=1;38=700;44=97.6;100=L;,35=D;11=DRK-2452;54=1;38=900;44=97.6;100=D;
09:04:05.200,35=D;11=LIT-2453;54=2;38=900;44=97.6;100=L;,35=D;11=DRK-2453;54=2;38=400;44=97.7;100=D;
09:04:05.300,35=D;11=LIT-2454;54=1;38=2500;44=98.0;100=L;,35=D;11=DRK-2454;54=1;38=1000;44=98.0;100=D;
09:04:05.400,35=D;11=LIT-2455;54=2;38=1300;44=98.2;100=L;,35=D;11=DRK-2455;54=2;38=600;44=98.1;100=D;
09:04:05.500,35=D;11=LIT-2456;54=1;38=2600;44=98.3;100=L;,35=D;11=DRK-2456;54=1;38=1500;44=98.3;100=D;
09:04:05.600,35=D;11=LIT-2457;54=2;38=500;44=98.5;100=L;,35=D;11=DRK-2457;54=2;38=200;44=98.6;100=D;
09:04:05.700,35=D;11=LIT-2458;54=1;38=2600;44=98.6;100=L;,35=D;11=DRK-2458;54=1;38=700;44=98.7;100=D;
09:04:05.800,35=D;11=LIT-2459;54=2;38=2600;44=98.6;100=L;,35=D;11=DRK-2459;54=2;38=1100;44=98.4;100=D;
09:04:05.900,35=D;11=LIT-2460;54=1;38=1100;44=98.8;100=L;,35=D;11=DRK-2460;54=1;38=1500;44=98.6;100=D;
09:04:06.000,35=D;11=LIT-2461;54=2;38=800;44=98.6;100=L;,35=D;11=DRK-2461;54=2;38=300;44=98.4;100=D;
09:04:06.100,35=D;11=LIT-2462;54=1;38=1700;44=98.8;100=L;,35=D;11=DRK-2462;54=1;38=200;44=98.8;100=D;
09:04:06.200,35=D;11=LIT-2463;54=2;38=1300;44=98.4;100=L;,35=D;11=DRK-2463;54=2;38=1500;44=98.4;100=D;
09:04:06.300,35=D;11=LIT-2464;54=1;38=2900;44=98.4;100=L;,35=D;11=DRK-2464;54=1;38=400;44=98.4;100=D;
09:04:06.400,35=D;11=LIT-2465;54=2;38=800;44=98.8;100=L;,35=D;11=DRK-2465;54=2;38=1500;44=98.6;100=D;
09:04:06.500,35=D;11=LIT-2466;54=1;38=1700;44=98.5;100=L;,35=D;11=DRK-2466;54=1;38=1200;44=98.5;100=D;
09:04:06.600,35=D;11=LIT-2467;54=2;38=2700;44=98.3;100=L;,35=D;11=DRK-2467;54=2;38=600;44=98.3;100=D;
09:04:06.700,35=D;11=LIT-2468;54=1;38=1400;44=98.2;100=L;,35=D;11=DRK-2468;54=1;38=300;44=98.2;100=D;
09:04:06.800,35=D;11=LIT-2469;54=2;38=1900;44=98.2;100=L;,35=D;11=DRK-2469;54=2;38=1300;44=98.2;100=D;
09:04:06.900,35=D;11=LIT-2470;54=1;38=200;44=98.0;100=L;,35=D;11=DRK-2470;54=1;38=500;44=97.9;100=D;
09:04:07.000,35=D;11=LIT-2471;54=2;38=3000;44=97.6;100=L;,35=D;11=DRK-2471;54=2;38=700;44=97.6;100=D;
09:04:07.100,35=D;11=LIT-2472;54=1;38=2200;44=97.7;100=L;,35=D;11=DRK-2472;54=1;38=200;44=97.8;100=D;
09:04:07.200,35=D;11=LIT-2473;54=2;38=2200;44=98.0;100=L;,35=D;11=DRK-2473;54=2;38=200;44=98.0;100=D;
09:04:07.300,35=D;11=LIT-2474;54=1;38=1600;44=97.9;100=L;,35=D;11=DRK-2474;54=1;38=600;44=97.7;100=D;
09:04:07.400,35=D;11=LIT-2475;54=2;38=400;44=98.0;100=L;,35=D;11=DRK-2475;54=2;38=500;44=98.1;100=D;
09:04:07.500,35=D;11=LIT-2476;54=1;38=300;44=98.3;100=L;,35=D;11=DRK-2476;54=1;38=300;44=98.2;100=D;
09:04:07.600,35=D;11=LIT-2477;54=2;38=1700;44=98.2;100=L;,35=D;11=DRK-2477;54=2;38=1000;44=98.4;100=D;
09:04:07.700,35=D;11=LIT-2478;54=1;38=1300;44=98.2;100=L;,35=D;11=DRK-2478;54=1;38=1200;44=98.3;100=D;
09:04:07.800,35=D;11=LIT-2479;54=2;38=3000;44=98.0;100=L;,35=D;11=DRK-2479;54=2;38=1500;44=98.2;100=D;
09:04:07.900,35=D;11=LIT-2480;54=1;38=1200;44=98.3;100=L;,35=D;11=DRK-2480;54=1;38=1500;44=98.3;100=D;
09:04:08.000,35=D;11=LIT-2481;54=2;38=3000;44=98.4;100=L;,35=D;11=DRK-2481;54=2;38=1400;44=98.3;100=D;
09:04:08.100,35=D;11=LIT-2482;54=1;38=2800;44=98.5;100=L;,35=D;11=DRK-2482;54=1;38=1100;44=98.4;100=D;
09:04:08.200,35=D;11=LIT-2483;54=2;38=1100;44=98.4;100=L;,35=D;11=DRK-2483;54=2;38=600;44=98.4;100=D;
09:04:08.300,35=D;11=LIT-2484;54=1;38=1200;44=98.4;100=L;,35=D;11=DRK-2484;54=1;38=300;44=98.6;100=D;
09:04:08.400,35=D;11=LIT-2485;54=2;38=600;44=98.2;100=L;,35=D;11=DRK-2485;54=2;38=1300;44=98.4;100=D;
